"PLOTNO","BLU_min","BLU_max","BLU_med","GRN_min","GRN_max","GRN_med","NIR_min","NIR_max","NIR_med","RGE_min","RGE_max","RGE_med","RED_min","RED_max","RED_med","CT_min","CT_max","CT_med","NDVI_min","NDVI_max","NDVI_med","EXG_min","EXG_max","EXG_med","OSAVI_min","OSAVI_max","OSAVI_med","SAVI_min","SAVI_max","SAVI_med","SAVIl_min","SAVIl_max","SAVIl_med","SAVIRE1_min","SAVIRE1_max","SAVIRE1_med","MSR_min","MSR_max","MSR_med","NDRE_min","NDRE_max","NDRE_med","VARI_min","VARI_max","VARI_med","CC1_min","CC1_max","CC1_med","Clgrn_min","Clgrn_max","Clgrn_med","ARI_min","ARI_max","ARI_med","TGI2_min","TGI2_max","TGI2_med","GLI2_min","GLI2_max","GLI2_med","SRRED_min","SRRED_max","SRRED_med","HTNDVI_min","HTNDVI_max","HTNDVI_med","NDVI_97_min","NDVI_97_max","NDVI_97_med","NDRE_97_min","NDRE_97_max","NDRE_97_med","ARI_97_min","ARI_97_max","ARI_97_med","altHT_97_min","altHT_97_max","altHT_97_med","CT_5_min","CT_5_max","CT_5_med","altHT.stdev_min","altHT.stdev_max","altHT.stdev_med","NIR.stdev_min","NIR.stdev_max","NIR.stdev_med","RGE.stdev_min","RGE.stdev_max","RGE.stdev_med","RED.stdev_min","RED.stdev_max","RED.stdev_med","GRN.stdev_min","GRN.stdev_max","GRN.stdev_med","BLU.stdev_min","BLU.stdev_max","BLU.stdev_med","CT.stdev_min","CT.stdev_max","CT.stdev_med","MScountplot_min","MScountplot_max","MScountplot_med","MScount_min","MScount_max","MScount_med","biovol_min","biovol_max","biovol_med","hills_min","hills_max","hills_med","PCplot_min","PCplot_max","PCplot_med","HTAVG","YLDTON","GERMPLASMNAME","row","col","REP","PRECTOTCORR","RH2M","T2M"
472,0.009710126,0.027454912,0.019213222,0.020007516,0.076242715,0.058044771,0.10758711,0.666581631,0.518424988,0.048411861,0.183140457,0.143069237,0.011223629,0.047627931,0.018263519,30.16796207,34.77876472,30.73133373,0.766871752,0.957359787,0.924332138,0.398154118,0.862652147,0.821306362,0.375968389,0.889745524,0.833022057,0.2204652,0.820143908,0.737969442,0.162506223,0.769303127,0.662573198,0.156357728,0.607395332,0.507798561,2.246158017,6.556627279,4.752119137,0.378483266,0.679085051,0.54534965,0.253677138,0.758036974,0.662637544,0.481523435,0.791597283,0.679093673,4.233906393,12.66002857,7.158703855,3.04280591,8.427781059,4.751700251,0.746561936,5.021195217,3.428708653,0.27158265,0.532210893,0.511048023,7.57896958,45.90408085,25.43130059,0.466259659,1.020645876,0.894479597,0.84586554,0.97066143,0.956338337,0.451147875,0.738342329,0.636810701,4.31269646,12.13316627,7.87961704,0.696876144,1.212680664,1.080664177,29.06724672,34.30091915,30.33666029,0.023312009,0.230674911,0.028604755,0.063055809,0.286344449,0.071841384,0.017499227,0.159376577,0.036056034,0.002118739,0.066937297,0.007777789,0.007266668,0.074450867,0.017857518,0.002307845,0.029107401,0.005815169,0.190286328,0.793783016,0.51794398,7682,8366,7926,1744,8236,7926,0.431334682,2.412389074,2.132415293,13,57,51,0.22244898,1,0.994795733,118,7.2,"IR17A2916",52,7,2,5.57,90.25,23.98
473,0.014258256,0.050308498,0.023161955,0.051598471,0.132395536,0.072973523,0.377885625,0.762530774,0.595267296,0.130579524,0.302160218,0.177259825,0.01324313,0.103327665,0.026460645,30.14265156,34.80820656,30.74084949,0.691348288,0.955671972,0.91532382,0.386723834,0.960609892,0.810154112,0.60333445,0.910046999,0.844144253,0.512435132,0.865899218,0.754023379,0.44539292,0.831056735,0.688726603,0.260545603,0.608476975,0.50371201,1.759857667,6.419255185,4.448454324,0.296737514,0.645890991,0.540928311,0.153554778,0.769745476,0.620760796,0.386270987,0.767313675,0.672181269,3.242490278,10.75514963,6.950562531,2.403487683,7.106333487,4.589777968,3.245796587,5.123438584,4.014055307,0.26447334,0.580942614,0.505277436,5.479795584,44.11818108,22.61939357,0.519408157,1.063243416,0.918562121,0.81411645,0.971055733,0.946083033,0.41277134,0.716851383,0.623752,3.935430723,10.62348731,7.020324468,0.737769318,1.18928299,1.090728569,28.85760155,34.34712219,30.38642197,0.018322925,0.211026528,0.020173088,0.061652126,0.241620136,0.070466685,0.020466227,0.148742,0.034691296,0.002445297,0.067119211,0.008218445,0.008636455,0.070687579,0.017515424,0.002551889,0.02863592,0.005955331,0.214011869,0.617654877,0.543022996,7692,8400,7932,5409,8398,7932,1.255458452,2.534492246,2.196392756,30,62,49,0.695601852,1,0.998348997,117.4,8.1,"IR18A1375",53,7,2,5.57,90.25,23.98
474,0.012684846,0.027909628,0.019595295,0.038721152,0.082166549,0.052648511,0.238443956,0.668648362,0.548050284,0.101842515,0.185377494,0.129127137,0.01109036,0.044509582,0.025663486,30.23032093,34.78136444,30.77568245,0.728928571,0.959017675,0.913854332,0.380559338,0.862153275,0.770722327,0.512168459,0.896242561,0.8311973,0.373335585,0.826459569,0.731217902,0.30295963,0.775158753,0.673677092,0.226721917,0.630129392,0.510539561,1.97996767,6.699514188,4.403269345,0.340641004,0.686396933,0.563354045,0.18055003,0.75818477,0.596941578,0.434217506,0.797520834,0.689541073,3.683235079,13.13662695,7.236565112,2.695569767,8.746999373,4.64895639,2.106886918,4.945683154,2.787041404,0.260623799,0.53195769,0.484657631,6.378129116,47.8015257,22.21648959,0.606074159,1.066771764,0.867300936,0.819776483,0.970833857,0.954213191,0.443852128,0.740358001,0.667711001,4.20938708,12.17263388,8.724141501,0.710291748,1.198042297,1.063391876,29.39618969,34.45006943,30.41874313,0.017213309,0.14476241,0.027867584,0.059624156,0.224606349,0.075607695,0.016732293,0.131540516,0.03376059,0.00230246,0.049165302,0.009305287,0.007107846,0.059512183,0.015455398,0.002331953,0.022385008,0.006107323,0.162056247,0.546528631,0.467846784,7683,8284,7864,3303,8278,7841,0.812203415,2.536726263,2.062873405,25,58,51,0.42124729,1,0.997609762,123.4,5.87,"IR19A7147",54,7,2,5.57,90.25,23.98
475,0.012133146,0.044069685,0.021067288,0.03620008,0.118902326,0.058341727,0.338316247,0.640630364,0.512689292,0.096161455,0.253065214,0.133965582,0.01053159,0.096052729,0.026405929,30.16911697,34.69197845,30.76917267,0.661485425,0.957739568,0.909243869,0.376930362,0.848006193,0.770258245,0.579138043,0.879190348,0.805905121,0.500645112,0.804333546,0.714724038,0.426362564,0.749538,0.652058451,0.253832229,0.602910565,0.489616452,1.607853932,6.588635159,4.268324147,0.292450437,0.681967598,0.543549459,0.132583585,0.746911605,0.606064355,0.373673934,0.793544811,0.672174274,2.931185471,12.72291447,6.722591775,2.116303055,8.416403212,4.345393804,2.383061597,4.776882712,3.200798055,0.258352542,0.524755637,0.484412922,4.90816512,46.3255924,21.03707876,0.592823156,1.022371142,0.899722745,0.793579684,0.971843073,0.948976945,0.38183051,0.740235326,0.647019366,3.861405134,12.16777384,8.003963776,0.736874199,1.146746216,1.068003349,29.50072975,34.23264141,30.51215744,0.010652748,0.058013283,0.019895907,0.058881331,0.180994493,0.072970752,0.016682572,0.104566647,0.032367287,0.002050668,0.039642833,0.008796632,0.006546196,0.049340481,0.016448233,0.002147366,0.019371057,0.006507964,0.131630693,0.548475272,0.400993153,7681,8399,7879,5245,8347,7855,1.346309629,2.460412835,2.191109633,42,55,48,0.674511317,0.998474641,0.993620622,121.2,6.97,"IR19A6947",55,7,2,5.57,90.25,23.98
476,0.010417352,0.055570781,0.015554319,0.036892509,0.152684674,0.051380524,0.350454181,0.653996497,0.53701967,0.099514455,0.325084388,0.134989947,0.008976852,0.114933088,0.014841303,30.14557552,34.82540321,30.79823112,0.679649255,0.964995638,0.949128,0.393922852,0.959478663,0.884172305,0.6244123,0.897468713,0.822828427,0.499681422,0.822256701,0.72763135,0.428274199,0.767570211,0.661539421,0.293011358,0.623847278,0.509891648,1.698192719,7.294226813,5.95114288,0.306520989,0.679535294,0.614038241,0.155779209,0.79341005,0.72607761,0.392883888,0.794922561,0.741591335,3.048183851,13.19111251,10.00162111,2.16982624,8.954836584,6.805099128,2.590129797,6.386608312,3.302692637,0.268955236,0.58039084,0.543084222,5.243157025,56.1357361,38.31435758,0.607269919,1.048429194,0.874930584,0.791895413,0.977810287,0.969863994,0.402775631,0.744443362,0.663905394,3.510368501,13.52381578,9.625401089,0.685726089,1.144165344,1.051641006,29.05889788,34.44236145,30.49382191,0.017965051,0.053200094,0.027070175,0.056870596,0.194565394,0.089173733,0.017893252,0.116137086,0.032751585,0.001859065,0.044827097,0.00820912,0.006823635,0.054150252,0.016233366,0.0019931,0.02040864,0.00648111,0.137809413,0.593021982,0.3475831,7704,8416,7937,6203,8341,7908,1.396758012,2.418711105,2.162638104,39,55,46,0.797916131,0.997354164,0.985156052,112.4,5.43,"IR19A2424",56,7,2,5.57,90.25,23.98
477,0.014234823,0.047334118,0.019501398,0.052603532,0.130695902,0.071569216,0.443975449,0.802505165,0.662143767,0.142464161,0.280574471,0.169126704,0.012251597,0.091685262,0.017928292,30.05242157,34.72328949,30.73224831,0.710336086,0.958988742,0.956039294,0.426853482,0.993853153,0.967141152,0.623936892,0.92768511,0.877772715,0.556724842,0.890682316,0.808864446,0.514165947,0.861484156,0.758153732,0.279513094,0.623825893,0.545673512,1.866515839,6.696948574,6.448495663,0.315366893,0.637310034,0.601225598,0.199491003,0.796813924,0.765686943,0.409622056,0.762531233,0.735144606,3.150994592,10.81229204,9.740332097,2.242765742,7.299911073,6.628100057,3.792555189,5.402450603,4.607698694,0.289271025,0.597045882,0.584123416,5.904553557,47.76709776,44.4951749,0.532584654,1.080188328,0.92278974,0.827594215,0.972429742,0.965531565,0.429945137,0.706231739,0.645616436,4.287040202,10.48820465,8.552378267,0.725280037,1.188036842,1.076530685,29.13034515,34.12527027,30.40946207,0.016300715,0.108250657,0.026615654,0.05666378,0.222871569,0.0715334,0.019037614,0.127058195,0.031330022,0.002020239,0.050730117,0.005402767,0.007856449,0.057758373,0.014716507,0.002167918,0.022518615,0.004665005,0.152092258,0.655228775,0.430421987,7678,8399,7882,5870,8380,7878,1.270777109,2.539890527,2.305526266,35,53,49,0.748533537,1,0.997737826,109,3.81,"IR19A2701",57,7,2,5.57,90.25,23.98
478,0.009911114,0.04171557,0.018140901,0.030950355,0.111607362,0.052845251,0.288043112,0.594259113,0.496973008,0.085606381,0.244605772,0.121856041,0.009133067,0.091931339,0.020574808,30.21633339,34.47808075,30.76450348,0.656101627,0.96384608,0.918338404,0.33226406,0.847792159,0.756198236,0.570906715,0.874317046,0.805364953,0.436521751,0.784454919,0.684767716,0.363702901,0.720975062,0.620574754,0.254503573,0.613263559,0.489465818,1.582235237,7.168775593,4.544737604,0.293083406,0.706232792,0.577939752,0.101561191,0.745243134,0.593368778,0.373788865,0.812733687,0.70288468,3.05816328,15.07724987,7.822876601,2.237728863,10.25109092,5.093692715,2.039232335,4.576471319,2.712460247,0.23008574,0.524646353,0.476976483,4.815671602,54.31903568,23.49131674,0.499017968,1.061285561,0.900009551,0.786615189,0.97392279,0.964787854,0.375140725,0.753545941,0.681056655,3.594235621,13.90849862,10.30421865,0.715352783,1.204680786,1.060679283,29.54706306,34.111059,30.48409042,0.014834103,0.142450136,0.019406587,0.062292581,0.193323288,0.082119438,0.016524792,0.106628199,0.029255037,0.001862425,0.039763209,0.011688219,0.006538166,0.047513075,0.014621958,0.002032463,0.017886606,0.005801803,0.199719253,0.540934968,0.434498293,7676,8286,7884,5758,8145,7778,1.302768675,2.557798923,2.126352871,44,61,49,0.740483539,0.999364999,0.986555048,126,6.34,"IR19A6969",58,7,2,5.57,90.25,23.98
479,0.0120555,0.038152352,0.021667382,0.036788967,0.103061199,0.059912585,0.317645729,0.676132917,0.544463575,0.098668419,0.216747344,0.141549945,0.011070794,0.083477378,0.027383535,30.27612019,34.9093399,30.80241299,0.677562611,0.960041247,0.911265204,0.291500056,0.835386659,0.757228306,0.568138085,0.881742349,0.836356944,0.450263974,0.817155577,0.716683995,0.38238294,0.768955658,0.652927109,0.272622264,0.602725415,0.501121116,1.68749204,6.792019562,4.326261904,0.327065176,0.691433725,0.54715845,0.082716627,0.752080112,0.594222395,0.41197367,0.801039987,0.675448552,3.201735548,13.7010475,7.142057085,2.236051941,9.22909188,4.735833106,2.074360669,4.517928925,2.848875148,0.20377494,0.518295672,0.477522787,5.202754607,49.05161223,21.53907247,0.60149571,1.037042202,0.823650587,0.801797443,0.974230645,0.94666901,0.458220743,0.754098157,0.637111082,4.34805744,13.9802052,7.766511299,0.748311234,1.151729431,1.044688263,29.56376591,34.52515697,30.3048954,0.022420476,0.14299508,0.027449949,0.057581211,0.201829458,0.086165323,0.019285942,0.115487225,0.034352401,0.002657202,0.050722159,0.009693797,0.008037327,0.055649051,0.016781327,0.002865085,0.021716275,0.006780745,0.198862136,0.578091371,0.401292194,7699,8400,7948,5414,8264,7810,1.348888634,2.436600163,2.068546557,41,54,51,0.691001914,0.995218923,0.983809524,114.4,4.24,"IR19A4942",59,7,2,5.57,90.25,23.98
480,0.01452875,0.041975178,0.023710212,0.046061471,0.112537626,0.073040329,0.402123332,0.738111883,0.595913887,0.119892672,0.248831689,0.165007927,0.012810241,0.088721462,0.025450401,30.22750473,34.6882,30.67692947,0.673448952,0.957362635,0.92412237,0.364042143,0.892414966,0.835739101,0.581899094,0.910092402,0.838390875,0.502270838,0.859042594,0.77007477,0.452041879,0.819162429,0.719845781,0.253336871,0.625890772,0.522326326,1.666648972,6.556865788,4.744468877,0.29629234,0.662600929,0.554063957,0.127453915,0.762219706,0.654675951,0.382087606,0.779876648,0.686159967,3.111305416,11.8464578,7.30463105,2.262418688,7.92353604,4.823347017,3.072623295,5.403914873,4.242819624,0.250255702,0.547223593,0.518476546,5.124616705,45.90721423,25.35822966,0.547382058,1.067103379,0.935420974,0.804568255,0.973133873,0.954331163,0.409669975,0.732292638,0.640805548,3.931994665,11.69856977,7.800036463,0.787921791,1.202246628,1.109101486,29.45437021,34.30805302,30.28704414,0.016135416,0.062656202,0.020637343,0.053139496,0.168769251,0.076042082,0.018739544,0.102933896,0.030657403,0.002565848,0.045390526,0.009003488,0.007765836,0.047132119,0.014780164,0.002655262,0.019051853,0.005536693,0.181112289,0.604376581,0.369761269,7671,8368,7878,5599,8283,7878,1.289293237,2.55800869,2.348133138,35,57,47,0.720036008,1,0.99245947,126,5.48,"IR19A5474",60,7,2,5.57,90.25,23.98
481,0.01703418,0.039094612,0.023373878,0.055773843,0.105439816,0.074702226,0.377366245,0.788357973,0.622751325,0.141696021,0.217024304,0.17288278,0.014679722,0.082186788,0.022184467,30.23132706,34.77050209,30.76783562,0.632361627,0.953964921,0.932697605,0.368133204,0.927222639,0.858515718,0.524296743,0.915394488,0.855528527,0.443304354,0.876349675,0.760939734,0.390877158,0.84576667,0.708960437,0.221114573,0.610203515,0.521552391,1.474925514,6.287861339,5.084410436,0.269662082,0.636085646,0.569542029,0.121993547,0.771827732,0.68214917,0.346025667,0.759679259,0.701639101,2.55704264,10.40834134,7.968067181,1.82917288,6.902933061,5.305784217,3.798073021,5.729551706,4.291052577,0.252831029,0.564550888,0.530109874,4.440128525,42.44513006,28.71662469,0.677670976,1.081886706,0.937048303,0.766617536,0.972150394,0.955936967,0.397233951,0.707261581,0.649203587,3.773963311,10.86882129,7.657110056,0.783704605,1.236724281,1.132927704,29.41655998,34.35838165,30.3821413,0.014574007,0.095751762,0.022965062,0.057172806,0.180913906,0.070193522,0.020540677,0.117885193,0.035077022,0.00270024,0.051890174,0.007326168,0.009001856,0.061719099,0.01773597,0.002785285,0.022913987,0.005733508,0.199122708,0.597819283,0.390142597,7669,8319,7925,5123,8310,7916,1.577756671,2.663796897,2.396700436,41,57,46,0.653443878,1,0.997522493,125,6.16,"IR16A4261",61,7,2,5.57,90.25,23.98
482,0.011516323,0.047568608,0.015801365,0.043611862,0.129579239,0.05473241,0.398212567,0.698096544,0.552882284,0.114280395,0.287045613,0.140451059,0.010604016,0.099743236,0.014011449,30.20135689,34.67539978,30.8192215,0.686125426,0.965071715,0.9555835,0.391055023,0.986487296,0.926175293,0.623393305,0.90908099,0.853442244,0.555519742,0.84623833,0.762399778,0.484983975,0.798999459,0.691691947,0.281577232,0.625256076,0.517813265,1.731970311,7.302741984,6.412265135,0.303867261,0.664043721,0.609132676,0.1498798,0.825016068,0.767126976,0.392840157,0.783978529,0.740345748,3.152449363,12.52268431,9.983852419,2.278773616,8.566550835,6.861405045,3.03888816,5.327727303,3.358155768,0.267171571,0.593496325,0.564033091,5.371972012,56.26018392,44.02831116,0.658740868,1.07780275,0.885358399,0.791176212,0.977536329,0.966365173,0.393918931,0.726408485,0.651163268,3.49939808,12.3641965,8.573099477,0.736433182,1.231703796,1.066390686,29.46380539,34.24210434,30.43124914,0.025434605,0.045810593,0.033221563,0.054618201,0.157930809,0.065858725,0.017698952,0.093062044,0.03089506,0.002521481,0.037373514,0.005562048,0.007612293,0.044286174,0.014761791,0.00247525,0.016650927,0.004370698,0.227537168,0.536604136,0.352224815,7704,8375,7912,6398,8375,7911,1.509943258,2.525763214,2.256192658,43,54,53,0.830477674,1,0.998731608,112.6,5.33,"IR19A2339",62,7,2,5.57,90.25,23.98
483,0.016523197,0.041153982,0.028131146,0.053159952,0.105336059,0.0834589,0.355218709,0.793979287,0.613875002,0.132365003,0.227906078,0.188711241,0.015083213,0.090225495,0.034392379,30.2934494,35.53864288,30.80213451,0.619535792,0.955376899,0.907075742,0.317700761,0.905736031,0.77893513,0.509169687,0.90850419,0.860583442,0.427727509,0.872761435,0.768370401,0.377952757,0.843920259,0.7242013,0.197700158,0.618491775,0.516800986,1.42044524,6.396020687,4.20817702,0.255527113,0.650086485,0.530508356,0.079384125,0.772165977,0.610097461,0.327452737,0.770105582,0.660820139,2.755088513,11.14247202,6.410800792,2.075346709,7.42909322,4.14646483,3.415388636,6.043154107,3.919164345,0.220743015,0.553883877,0.488980354,4.256736266,43.81983442,20.52290531,0.55790552,1.246360168,0.990829849,0.777039165,0.971859818,0.946283447,0.344862917,0.712567581,0.629496205,3.283510896,11.27034039,6.841173592,0.884805489,1.420407295,1.221613503,29.56937504,35.25507355,30.31251297,0.020601944,0.085298442,0.035835715,0.046614323,0.178452728,0.064158013,0.016132083,0.109138782,0.037047746,0.002393794,0.047146214,0.010595487,0.00727586,0.05211899,0.019600402,0.002492678,0.020584941,0.007601113,0.204534122,0.565383031,0.466882255,7667,8387,7950,5069,8384,7856,1.308257606,2.931869164,2.504332412,36,54,45,0.651877572,1,0.999642304,147.6,6.24,"IR18A2462",63,7,2,5.57,90.25,23.98
484,0.014952788,0.042019933,0.02086901,0.051012915,0.108582959,0.073329598,0.437241673,0.767731726,0.592461944,0.130287066,0.242309444,0.18211031,0.013282703,0.08851923,0.02069488,30.31075668,35.28081131,30.95827389,0.67587237,0.958480688,0.938079216,0.358358137,0.967759711,0.902466767,0.562695556,0.915862284,0.851729553,0.486946186,0.872136192,0.762585375,0.43859062,0.837498685,0.711673192,0.241685006,0.612845774,0.51951284,1.678887762,6.652322419,5.331338891,0.293636871,0.639281982,0.567761448,0.130916852,0.789749399,0.707485291,0.380449304,0.763415932,0.701584705,3.13667787,11.00205282,8.026032412,2.306071903,7.460583385,5.395331967,3.540484602,5.972519321,4.459865643,0.246669589,0.584424228,0.552252658,5.170408859,47.17035495,31.2993328,0.667444554,1.027314608,0.893783058,0.846611776,0.972021855,0.96170411,0.422882217,0.699582793,0.633822767,3.696377451,12.19830241,7.939053073,0.771028137,1.277776794,1.152979546,29.56268806,34.68387051,30.47489672,0.019290703,0.070626385,0.04354461,0.063216068,0.208043064,0.072349463,0.01903996,0.128802184,0.037978354,0.003019541,0.056809904,0.010162728,0.007849332,0.061676865,0.01957998,0.002760157,0.023092473,0.007152796,0.242246592,0.579789178,0.385594316,7664,8307,7943,5368,8300,7884,1.512445018,2.529346314,2.257848953,37,54,50,0.684693878,1,0.997912317,118,4.99,"IR18A2494",64,7,2,5.57,90.25,23.98
485,0.012059732,0.039708348,0.015935868,0.042729519,0.121149004,0.054188572,0.389718354,0.694482028,0.557829618,0.111092672,0.272768304,0.133874483,0.0110006,0.078405738,0.014033859,30.24054909,34.57937622,31.0112896,0.7469122,0.964938416,0.955475105,0.494031816,0.981905093,0.91891656,0.679051932,0.908320546,0.858528771,0.586204372,0.8444712,0.766806821,0.506391564,0.796593829,0.696521881,0.311777983,0.628237425,0.528305082,2.099659859,7.287839987,6.403728691,0.334966559,0.672306808,0.607192264,0.240707759,0.804725849,0.765086561,0.438301875,0.789921913,0.738678045,3.601175187,13.00092287,9.791501735,2.59426504,8.898172943,6.700599524,2.955317806,5.810380436,3.296208805,0.329791935,0.591282898,0.56043839,6.902395925,56.0424885,43.91869136,0.655955738,1.143271227,0.937417874,0.837328544,0.97613667,0.967537779,0.424970799,0.728236015,0.648691141,4.070644735,12.42546935,8.546621657,0.754423714,1.260144043,1.093822861,29.45604734,34.22930565,30.50862236,0.011816955,0.042561029,0.022079719,0.037812972,0.152988416,0.067335777,0.014200704,0.089516764,0.024842965,0.002151664,0.036112254,0.003678517,0.005678995,0.040383201,0.01044717,0.002043647,0.01410992,0.003569825,0.232400097,0.595402349,0.383551084,7691,8376,7957,6602,8376,7942,1.48768849,2.687961051,2.323383022,41,57,47,0.856957425,1,0.999739956,121.4,6.77,"IR19A1896",65,7,2,5.57,90.25,23.98
486,0.017737668,0.050141893,0.020861488,0.058652034,0.141333736,0.070741743,0.434958428,0.779240072,0.631812453,0.14742133,0.320898652,0.175836325,0.015405587,0.091290392,0.020115092,30.35386848,34.95609665,31.01296043,0.724349041,0.954871488,0.942068488,0.484439863,0.944288538,0.899486678,0.670127431,0.921937188,0.859719411,0.596856354,0.880105774,0.772057792,0.527347019,0.846894329,0.72044298,0.279922781,0.619435758,0.522796259,1.951116193,6.356739567,5.535285728,0.296362199,0.629487697,0.578680354,0.255618322,0.780943083,0.724005386,0.392889637,0.755013635,0.713531441,3.186498998,10.39447312,8.494742288,2.34665138,6.998654877,5.631553721,3.989161647,6.756001687,4.754842188,0.324080516,0.572957179,0.550763827,6.255552479,43.3178809,33.52352507,0.670776258,1.0290638,0.871416472,0.819150409,0.969250814,0.959772301,0.377205159,0.686321389,0.626009856,3.420139255,9.868181891,7.394377158,0.738971252,1.188604279,1.061363373,29.61344147,34.49435482,30.5950737,0.016498166,0.060939066,0.019927859,0.053350849,0.166706219,0.063255572,0.018624459,0.095056524,0.031318998,0.002889864,0.033730848,0.006538212,0.008351576,0.045311411,0.01521996,0.002904971,0.015688098,0.005084385,0.247444028,0.57441443,0.353386193,7661,8389,7950,6513,8389,7950,1.555554946,2.496587045,2.2620684,44,60,49,0.830739796,1,0.999388379,128.8,7.09,"IR18A2508",66,7,2,5.57,90.25,23.98
487,0.020511647,0.032318536,0.024987534,0.065401923,0.09726309,0.074896049,0.314842895,0.767106533,0.650466651,0.157224387,0.219763875,0.182218418,0.018203105,0.049094459,0.025050085,30.42646217,35.05266571,31.01862717,0.757781401,0.948464356,0.929823943,0.463448532,0.896656263,0.841532528,0.572393385,0.91301696,0.850087486,0.451769115,0.8688365,0.775790937,0.383196371,0.834775025,0.728877867,0.234849918,0.605130688,0.497406137,2.177485122,5.908566886,4.963879636,0.326525773,0.615530084,0.546006342,0.249093967,0.76033877,0.687335357,0.431644276,0.742484899,0.683441245,3.94439078,9.565493247,7.286308542,2.968270434,6.339931117,4.882217327,2.978877285,6.030514206,4.958143458,0.311495828,0.549348095,0.521445961,7.257004261,37.80809136,27.49974893,0.464684365,1.059869258,0.876415047,0.861979686,0.966970099,0.949667809,0.444778321,0.679161537,0.587326157,3.831937912,9.031883638,5.998898667,0.750598793,1.219254646,1.067738953,29.7821701,34.71617908,30.51624212,0.017039308,0.115058977,0.020762307,0.056681235,0.193806591,0.067967654,0.019682228,0.10871374,0.034930018,0.002675046,0.040299892,0.007975657,0.008563955,0.048298707,0.017182238,0.002803645,0.017593454,0.006234412,0.201814841,0.550127611,0.451841736,7597,8371,7947,4441,8371,7939,0.79453085,2.60702191,2.260519724,32,56,48,0.571116255,1,0.998993331,126.2,7.03,"IR18A2505",67,7,2,5.57,90.25,23.98
488,0.012203521,0.048772424,0.016936218,0.04407566,0.142983213,0.052811271,0.409427494,0.670857251,0.551334947,0.113466557,0.311430052,0.138017297,0.010917882,0.106390916,0.014553536,30.29379177,34.99842262,31.08128548,0.671736199,0.967367962,0.940052124,0.422986468,1.005556348,0.8447061,0.616690703,0.90765585,0.8319796,0.557322402,0.836634474,0.744666069,0.509368787,0.783952927,0.684665922,0.261579133,0.621551025,0.484357707,1.65806768,7.573290208,5.429752478,0.276880639,0.669029851,0.568955598,0.165067277,0.786787743,0.7395308,0.361912743,0.787032393,0.703705497,2.859827522,12.99767389,8.071457223,2.087368292,8.985403664,5.43258565,3.014529205,6.213713598,3.638091546,0.286901037,0.602664086,0.523069562,5.092660837,60.2894605,32.36231625,0.572821735,0.983793423,0.801835314,0.786591405,0.980827701,0.959284845,0.355124286,0.731816614,0.619000006,3.44150043,13.43495967,7.340341641,0.664892426,1.151080093,1.009469604,29.67291021,34.71525669,30.66047306,0.021527618,0.042307171,0.032362991,0.04399366,0.145815221,0.081758197,0.02190583,0.093275866,0.029823899,0.00312551,0.045373258,0.007549078,0.009152891,0.048985759,0.015471821,0.00314022,0.017670935,0.005248426,0.218578004,0.648185852,0.402758568,7704,8322,7934,6457,8302,7894,1.289472501,2.358717467,2.086877881,47,59,50,0.83123069,1,0.997457319,107.2,6.16,"IR19A5133",68,7,2,5.57,90.25,23.98
489,0.010544701,0.038477339,0.024885085,0.040670687,0.097171877,0.070901413,0.335643589,0.641730696,0.545320809,0.105348833,0.221029118,0.163563356,0.008783503,0.100827415,0.031105287,30.24375916,35.47849846,31.2052269,0.563537236,0.973002736,0.906831143,0.213456606,1.050813083,0.806639873,0.460813529,0.904570975,0.83607184,0.384098234,0.824247657,0.726015417,0.339645213,0.76593819,0.67134168,0.193515029,0.628765907,0.500139741,1.206324138,8.374698581,4.201516183,0.239036094,0.683605846,0.528167186,-0.043914015,0.827975573,0.613717383,0.299630544,0.800848744,0.659298767,2.720390291,14.10624393,6.307027743,2.091534881,9.794931566,4.058690301,2.638993924,5.608141987,3.13445692,0.151982061,0.624144904,0.50345349,3.582292409,73.08158181,20.46640052,0.462975888,0.996985566,0.766195072,0.730574761,0.982390865,0.952433446,0.328644893,0.733006362,0.630913516,3.581110643,13.59297038,7.296524999,0.639959183,1.103473282,0.944658394,29.72826109,35.11779385,30.51883545,0.01177726,0.064348119,0.015799464,0.057631786,0.149809037,0.071818073,0.015711295,0.097574947,0.038514177,0.001933513,0.053525292,0.013331973,0.006358259,0.050218126,0.018865357,0.002260953,0.020495956,0.008660106,0.207681783,0.512034441,0.437480387,7664,8365,7943,5239,8349,7890,1.237863254,2.333618538,1.939482285,40,60,50,0.673739712,1,0.996715513,117.6,5.57,"IR19A6721",69,7,2,5.57,90.25,23.98
