F1,F2,F3,F4,F5,ID,X,Y
-84.762969,31.191869,7.400000,10.300000,53.908000,"3254",713157.01944599999,3453021.96924000001
-84.762979,31.191898,8.000000,10.800000,53.854000,"3255",713156.00198900001,3453025.13186000008
-84.762988,31.191926,7.300000,10.400000,53.715000,"3256",713155.06145200005,3453028.26276999991
-84.762998,31.191955,6.700000,10.400000,53.694000,"3257",713154.05307899998,3453031.44775999989
-84.763008,31.191984,5.700000,9.100000,53.604000,"3258",713153.02631700004,3453034.59910999984
-84.763018,31.192012,6.200000,8.600000,53.507000,"3259",713152.04743399995,3453037.74032999994
-84.763028,31.192041,6.000000,9.700000,53.428000,"3260",713150.99230499996,3453040.88002000004
-84.763038,31.192069,5.200000,9.600000,53.375000,"3261",713150.01297499996,3453044.04340999993
-84.763047,31.192098,5.800000,9.800000,53.330000,"3262",713149.04339999997,3453047.19591999985
-84.763057,31.192127,5.300000,10.200000,53.263000,"3263",713148.07382599998,3453050.34842000017
-84.763067,31.192155,4.200000,9.500000,53.173000,"3264",713147.05727100000,3453053.46670000022
-84.763076,31.192182,3.800000,7.400000,53.080000,"3265",713146.14847100002,3453056.44297000021
-84.763083,31.192206,2.900000,7.400000,53.015000,"3266",713145.37142200000,3453059.03371000011
-84.763091,31.192229,2.700000,6.600000,52.947000,"3267",713144.59437399998,3453061.62446000008
-84.763100,31.192252,3.100000,7.100000,52.884000,"3268",713143.72201799997,3453064.21327000018
-84.763108,31.192276,2.800000,7.100000,52.838000,"3269",713142.83968199999,3453066.82406000001
-84.763117,31.192299,2.900000,7.300000,52.738000,"3270",713142.00724399998,3453069.32494999981
-84.763125,31.192322,2.300000,5.900000,52.689000,"3271",713141.18344000005,3453071.87038000021
-84.763133,31.192345,2.800000,4.700000,52.687000,"3272",713140.34035099996,3453074.42652000021
-84.763141,31.192368,2.400000,5.000000,52.687000,"3273",713139.50679300004,3453076.98284000019
-84.763149,31.192392,2.100000,5.500000,52.666000,"3274",713138.75833900005,3453079.57415999984
-84.763156,31.192412,3.000000,5.700000,52.666000,"3275",713137.99777599995,3453081.82139999978
-84.763164,31.192436,3.400000,7.400000,52.665000,"3276",713137.21164899995,3453084.38977999985
-84.763173,31.192463,3.500000,7.300000,52.599000,"3277",713136.22593399999,3453087.39777000016
-84.763183,31.192491,3.000000,6.700000,52.551000,"3278",713135.19985500001,3453090.51586000016
-84.763193,31.192519,3.100000,7.200000,52.491000,"3279",713134.22165399999,3453093.62381999986
-84.763202,31.192548,2.400000,5.800000,52.410000,"3280",713133.27137300000,3453096.76562999981
-84.763212,31.192576,2.100000,5.300000,52.370000,"3281",713132.30270400003,3453099.87378000002
-84.763222,31.192604,2.000000,4.900000,52.330000,"3282",713131.32427999994,3453102.99283999996
-84.763231,31.192630,1.200000,3.700000,52.361000,"3283",713130.34215699998,3453105.82343999995
-84.763239,31.192653,1.600000,3.500000,52.315000,"3284",713129.50837900001,3453108.39085000008
-84.763248,31.192677,1.700000,3.400000,52.271000,"3285",713128.61786500004,3453110.93492999999
-84.763254,31.192696,1.700000,3.100000,52.241000,"3286",713128.01092000003,3453113.12982999999
-84.763258,31.192716,2.000000,2.800000,52.174000,"3287",713127.59503800003,3453115.30641000019
-84.763257,31.192736,1.900000,2.600000,52.171000,"3288",713127.66410299996,3453117.54824999999
-84.763250,31.192756,1.700000,2.300000,52.173000,"3289",713128.26846000005,3453119.72328000003
-84.763238,31.192773,1.700000,2.500000,52.149000,"3290",713129.36359299999,3453121.67533000000
-84.763221,31.192787,1.800000,2.800000,52.111000,"3291",713130.95264399995,3453123.24917000020
-84.763200,31.192797,2.500000,2.500000,52.103000,"3292",713132.89422000002,3453124.36430000002
-84.763177,31.192801,2.800000,3.000000,52.079000,"3293",713135.07619699999,3453124.90755000012
-84.763155,31.192800,2.100000,3.000000,52.025000,"3294",713137.23373099999,3453124.77374000009
-84.763135,31.192791,2.400000,3.000000,51.987000,"3295",713139.15849499998,3453123.89209999982
-84.763121,31.192777,1.300000,2.700000,51.950000,"3296",713140.51511599997,3453122.34457999980
-84.763112,31.192759,1.700000,2.600000,51.938000,"3297",713141.42301000003,3453120.35540999984
-84.763105,31.192740,1.700000,3.200000,52.021000,"3298",713142.15295999998,3453118.20736999996
-84.763101,31.192716,1.800000,3.000000,52.169000,"3299",713142.54900000000,3453115.59782999987
-84.763094,31.192693,1.500000,2.400000,52.189000,"3300",713143.25865700003,3453113.03899999987
-84.763088,31.192670,1.500000,2.700000,52.225000,"3301",713143.92951900000,3453110.51266000001
-84.763081,31.192647,1.300000,2.900000,52.261000,"3302",713144.66687199997,3453107.99874999980
-84.763073,31.192624,1.300000,2.700000,52.334000,"3303",713145.44324499997,3453105.44126999984
-84.763065,31.192601,1.100000,2.700000,52.377000,"3304",713146.24776299996,3453102.90653999988
-84.763057,31.192578,1.000000,2.600000,52.411000,"3305",713147.07178999996,3453100.35002999986
-84.763049,31.192555,1.300000,2.300000,52.470000,"3306",713147.90512500005,3453097.80478999997
-84.763041,31.192529,1.400000,3.000000,52.480000,"3307",713148.74317000003,3453095.02673000004
-84.763030,31.192502,0.900000,2.800000,52.518000,"3308",713149.75815300003,3453091.98606000002
-84.763021,31.192475,0.800000,2.500000,52.577000,"3309",713150.74364600005,3453088.98914999980
-84.763011,31.192447,0.700000,2.300000,52.631000,"3310",713151.72095500003,3453085.92554000020
-84.763001,31.192419,0.900000,2.400000,52.670000,"3311",713152.73571499996,3453082.89594999980
-84.762991,31.192391,1.100000,2.800000,52.721000,"3312",713153.75137199997,3453079.82201999985
-84.762981,31.192364,1.500000,3.300000,52.719000,"3313",713154.76613300003,3453076.79243999999
-84.762972,31.192336,1.400000,3.200000,52.718000,"3314",713155.71485200000,3453073.72824000008
-84.762962,31.192309,1.600000,3.000000,52.757000,"3315",713156.76751200005,3453070.71052000020
-84.762952,31.192280,1.800000,3.300000,52.788000,"3316",713157.76523200003,3453067.58076999988
-84.762940,31.192249,1.800000,4.200000,52.866000,"3317",713158.91331600002,3453064.08803999983
-84.762929,31.192216,1.800000,3.900000,52.896000,"3318",713160.06364299997,3453060.48444999987
-84.762917,31.192183,1.900000,4.400000,53.011000,"3319",713161.27160500002,3453056.85985000012
-84.762906,31.192150,1.800000,4.600000,53.097000,"3320",713162.43191299995,3453053.23426999990
-84.762894,31.192117,1.800000,4.800000,53.149000,"3321",713163.60130500002,3453049.63107000012
-84.762883,31.192085,1.600000,5.400000,53.254000,"3322",713164.75185899995,3453046.01639000000
-84.762872,31.192052,2.100000,6.800000,53.301000,"3323",713165.91037499998,3453042.47952000005
-84.762860,31.192020,2.400000,6.800000,53.416000,"3324",713167.08929899998,3453038.87650999986
-84.762849,31.191987,2.800000,7.300000,53.453000,"3325",713168.22057000000,3453035.27253000019
-84.762837,31.191955,2.400000,5.300000,53.523000,"3326",713169.40857800003,3453031.69188999990
-84.762827,31.191926,3.100000,6.400000,53.633000,"3327",713170.48389599996,3453028.49715999980
-84.762817,31.191898,2.500000,5.400000,53.695000,"3328",713171.42331600003,3453025.42168000014
-84.762807,31.191870,3.000000,7.200000,53.747000,"3329",713172.43875900004,3453022.35883999988
-84.762798,31.191842,3.800000,7.300000,53.831000,"3330",713173.41585400002,3453019.30630999990
-84.762788,31.191814,3.600000,7.300000,53.955000,"3331",713174.44150199997,3453016.21040000021
-84.762778,31.191786,4.100000,7.400000,54.001000,"3332",713175.42835299997,3453013.14698000019
-84.762768,31.191758,4.200000,7.600000,54.087000,"3333",713176.42495999997,3453010.07266000006
-84.762758,31.191730,4.200000,6.100000,54.169000,"3334",713177.45991600002,3453006.98803000012
-84.762748,31.191703,4.700000,8.000000,54.277000,"3335",713178.45585100004,3453003.94698000001
-84.762739,31.191675,4.700000,7.000000,54.331000,"3336",713179.42386800004,3453000.87208000012
-84.762729,31.191647,4.700000,8.000000,54.370000,"3337",713180.41957999999,3452997.84212000016
-84.762719,31.191620,5.300000,8.800000,54.446000,"3338",713181.42549599998,3452994.77907999977
-84.762709,31.191592,4.900000,7.400000,54.543000,"3339",713182.40281999996,3452991.71547000017
-84.762700,31.191564,5.200000,9.600000,54.571000,"3340",713183.38967599999,3452988.65204000007
-84.762690,31.191536,4.200000,7.500000,54.664000,"3341",713184.41488000005,3452985.57830999978
-84.762680,31.191508,3.800000,8.400000,54.741000,"3342",713185.37359199999,3452982.49213000014
-84.762670,31.191480,5.000000,9.700000,54.825000,"3343",713186.40855199995,3452979.40750000020
-84.762660,31.191452,4.500000,9.100000,54.954000,"3344",713187.46235000005,3452976.33435000014
-84.762651,31.191424,4.700000,7.700000,55.010000,"3345",713188.37363499997,3452973.23612000002
-84.762640,31.191396,5.500000,8.300000,55.096000,"3346",713189.41812699998,3452970.15168000013
-84.762631,31.191368,5.500000,8.700000,55.229000,"3347",713190.41474100004,3452967.07737000007
-84.762621,31.191340,7.800000,11.600000,55.338000,"3348",713191.43041799997,3452964.00344000012
-84.762611,31.191313,6.600000,9.200000,55.407000,"3349",713192.41660500003,3452960.97328000003
-84.762602,31.191285,7.000000,8.400000,55.480000,"3350",713193.34672899998,3452957.88652999979
-84.762591,31.191257,5.900000,7.100000,55.556000,"3351",713194.41847100004,3452954.86919000000
-84.762582,31.191229,6.900000,6.900000,55.669000,"3352",713195.31069600000,3452951.77057999978
-84.762572,31.191201,6.100000,7.000000,55.801000,"3353",713196.33613099996,3452948.68575999979
-84.762562,31.191173,5.100000,5.600000,55.916000,"3354",713197.35225899995,3452945.58966000006
-84.762552,31.191145,5.900000,6.700000,56.051000,"3355",713198.35908099997,3452942.48228000011
-84.762543,31.191117,7.100000,7.100000,56.069000,"3356",713199.34684200003,3452939.37450999999
-84.762533,31.191088,5.300000,7.900000,56.154000,"3357",713200.32574600005,3452936.23328999989
-84.762523,31.191060,6.800000,11.300000,56.209000,"3358",713201.35163100006,3452933.12629000004
-84.762514,31.191032,6.800000,9.400000,56.266000,"3359",713202.31057700003,3452930.02902999986
-84.762504,31.191004,7.800000,12.400000,56.309000,"3360",713203.32625899999,3452926.95510999998
-84.762494,31.190976,7.300000,13.100000,56.346000,"3361",713204.35259499995,3452923.82593999989
-84.762484,31.190948,6.600000,11.900000,56.353000,"3362",713205.30223499995,3452920.71739999996
-84.762474,31.190919,5.500000,10.000000,56.386000,"3363",713206.30906200001,3452917.61002000002
-84.762464,31.190891,6.500000,11.500000,56.405000,"3364",713207.40166700003,3452914.50437000021
-84.762455,31.190863,6.400000,12.600000,56.407000,"3365",713208.29501999996,3452911.35032999981
-84.762445,31.190834,6.600000,12.500000,56.407000,"3366",713209.33044100006,3452908.24353000009
-84.762435,31.190806,6.300000,11.200000,56.395000,"3367",713210.34724899998,3452905.11416999996
-84.762425,31.190778,5.200000,9.200000,56.420000,"3368",713211.33524000004,3452901.99531000014
-84.762415,31.190749,4.100000,7.900000,56.384000,"3369",713212.35204899998,3452898.86595000001
-84.762405,31.190721,2.700000,5.800000,56.337000,"3370",713213.36841000000,3452895.75877000019
-84.762395,31.190693,2.200000,4.700000,56.293000,"3371",713214.36615799996,3452892.62901999988
-84.762385,31.190665,1.900000,4.300000,56.247000,"3372",713215.38229600003,3452889.53292000014
-84.762375,31.190636,2.200000,5.000000,56.185000,"3373",713216.42702700000,3452886.43740000017
-84.762365,31.190608,2.300000,5.100000,56.166000,"3374",713217.41479700000,3452883.32963000005
-84.762355,31.190580,2.300000,4.700000,56.131000,"3375",713218.43138500000,3452880.21136000007
-84.762344,31.190552,2.400000,5.600000,56.095000,"3376",713219.56189600006,3452877.11756999977
-84.762333,31.190524,2.700000,5.600000,56.086000,"3377",713220.67289699998,3452874.04557000007
-84.762321,31.190496,3.900000,7.500000,56.036000,"3378",713221.85016699997,3452870.99709999980
-84.762311,31.190468,3.600000,7.600000,56.024000,"3379",713222.85722600005,3452867.87863000017
-84.762301,31.190440,3.500000,6.000000,55.966000,"3380",713223.91194000002,3452864.76113000000
-84.762291,31.190411,4.100000,6.300000,55.942000,"3381",713224.91036700003,3452861.59812000021
-84.762282,31.190382,4.600000,6.300000,55.879000,"3382",713225.86091399996,3452858.44523999980
-84.762272,31.190354,5.400000,8.100000,55.801000,"3383",713226.89701700001,3452855.30518000014
-84.762261,31.190325,4.700000,7.900000,55.731000,"3384",713227.94242700003,3452852.17640000023
-84.762251,31.190297,4.900000,6.700000,55.651000,"3385",713228.97808200005,3452849.05850999989
-84.762242,31.190268,5.200000,7.700000,55.563000,"3386",713229.91910099995,3452845.90542999981
-84.762232,31.190240,5.200000,8.600000,55.444000,"3387",713230.96496100002,3452842.75448000012
-84.762222,31.190211,5.700000,10.500000,55.336000,"3388",713231.96316699998,3452839.60256000003
-84.762213,31.190183,5.300000,10.900000,55.237000,"3389",713232.90418700001,3452836.44947999995
-84.762203,31.190154,6.000000,9.400000,55.143000,"3390",713233.94051800005,3452833.29834000021
-84.762192,31.190126,5.500000,8.200000,55.036000,"3391",713234.95711399999,3452830.18006000016
-84.762184,31.190099,5.900000,6.800000,54.936000,"3392",713235.83735900000,3452827.20322000002
-84.762176,31.190075,5.400000,6.300000,54.838000,"3393",713236.66254599998,3452824.59127000021
-84.762168,31.190052,6.200000,7.100000,54.756000,"3394",713237.45689699997,3452822.08962000022
-84.762162,31.190032,5.400000,6.200000,54.636000,"3395",713238.11175599997,3452819.88459999999
-84.762155,31.190012,6.100000,7.600000,54.556000,"3396",713238.81426999997,3452817.68055999978
-84.762148,31.189993,5.100000,7.900000,54.418000,"3397",713239.50680400000,3452815.49849000014
-84.762139,31.189972,5.600000,7.700000,54.381000,"3398",713240.37336600001,3452813.19793999987
-84.762131,31.189948,6.500000,8.600000,54.337000,"3399",713241.21716799994,3452810.60855000000
-84.762122,31.189925,6.700000,7.900000,54.276000,"3400",713242.13744299999,3452808.00962000014
-84.762114,31.189901,7.000000,8.400000,54.215000,"3401",713242.96330599999,3452805.36442000000
-84.762105,31.189877,5.900000,7.400000,54.109000,"3402",713243.81641600002,3452802.78630999988
-84.762097,31.189854,6.200000,6.800000,54.016000,"3403",713244.65909800003,3452800.25235999981
-84.762091,31.189835,6.300000,7.500000,53.894000,"3404",713245.32236800005,3452798.10297999997
-84.762085,31.189818,6.100000,6.700000,53.814000,"3405",713245.92149700003,3452796.29612000007
-84.762079,31.189802,5.900000,6.500000,53.744000,"3406",713246.45390800002,3452794.48792000022
-84.762074,31.189786,6.000000,7.000000,53.650000,"3407",713247.02354700002,3452792.72483999981
-84.762067,31.189771,7.600000,7.400000,53.614000,"3408",713247.69600800006,3452791.06364999991
-84.762062,31.189753,6.700000,6.900000,53.637000,"3409",713248.25017400004,3452789.12280000001
-84.762054,31.189732,6.900000,7.400000,53.696000,"3410",713249.00303999998,3452786.78666999983
-84.762046,31.189709,5.700000,7.000000,53.803000,"3411",713249.80737499997,3452784.26304000011
-84.762037,31.189684,6.500000,7.500000,53.910000,"3412",713250.73124400002,3452781.48671999993
-84.762028,31.189655,6.700000,8.400000,53.947000,"3413",713251.70086700004,3452778.33422000008
-84.762017,31.189627,7.100000,8.200000,53.962000,"3414",713252.78396499995,3452775.22838999983
-84.762007,31.189599,7.700000,8.600000,53.923000,"3415",713253.77197799995,3452772.10954000009
-84.761998,31.189570,7.300000,6.700000,53.891000,"3416",713254.71256000001,3452768.97863999987
-84.761988,31.189543,8.100000,9.600000,53.902000,"3417",713255.75663800002,3452765.91637999984
-84.761977,31.189515,8.700000,9.000000,53.893000,"3418",713256.84882099996,3452762.83290999988
-84.761968,31.189487,9.600000,9.800000,53.907000,"3419",713257.80734499998,3452759.75783000002
-84.761958,31.189459,7.900000,8.200000,53.964000,"3420",713258.83236200002,3452756.69518999988
-84.761948,31.189431,8.100000,7.500000,54.043000,"3421",713259.84829800006,3452753.61017000023
-84.761938,31.189403,7.800000,6.200000,54.101000,"3422",713260.83609000000,3452750.50241000019
-84.761928,31.189375,8.500000,8.800000,54.121000,"3423",713261.88084400003,3452747.40689000022
-84.761918,31.189346,9.100000,9.500000,54.090000,"3424",713262.83140999998,3452744.25400999980
-84.761909,31.189317,9.900000,9.500000,54.097000,"3425",713263.83916300000,3452741.10228999984
-84.761899,31.189289,8.500000,9.400000,54.032000,"3426",713264.80811900005,3452737.98304999992
-84.761889,31.189261,10.200000,9.800000,54.031000,"3427",713265.84446699999,3452734.83191000018
-84.761879,31.189232,9.300000,9.400000,53.998000,"3428",713266.80411699996,3452731.70139000006
-84.761869,31.189204,11.600000,11.500000,53.968000,"3429",713267.84909899998,3452728.59479000000
-84.761859,31.189175,8.800000,10.700000,53.926000,"3430",713268.89475500002,3452725.45491999993
-84.761849,31.189147,9.200000,11.200000,53.863000,"3431",713269.92112399999,3452722.32575999992
-84.761839,31.189118,9.100000,11.800000,53.831000,"3432",713270.87169399997,3452719.17287999997
-84.761830,31.189090,10.800000,13.800000,53.791000,"3433",713271.84199999995,3452715.98712999979
-84.761820,31.189061,10.300000,14.900000,53.743000,"3434",713272.87745399994,3452712.88033000007
-84.761810,31.189033,8.700000,13.100000,53.709000,"3435",713273.81827000005,3452709.73834000016
-84.761800,31.189004,7.700000,13.900000,53.636000,"3436",713274.86370400002,3452706.60955999978
-84.761791,31.188976,7.300000,14.500000,53.558000,"3437",713275.85172799998,3452703.49072000012
-84.761781,31.188948,5.300000,10.800000,53.514000,"3438",713276.84928299999,3452700.37205999997
-84.761771,31.188919,4.500000,9.000000,53.445000,"3439",713277.81869500002,3452697.23064999981
-84.761760,31.188891,3.800000,7.400000,53.340000,"3440",713278.90135800000,3452694.14698999980
-84.761751,31.188863,3.300000,6.500000,53.290000,"3441",713279.87077000004,3452691.00559000019
-84.761742,31.188834,2.700000,6.000000,53.238000,"3442",713280.82112099999,3452687.86378999986
-84.761732,31.188806,2.500000,5.400000,53.170000,"3443",713281.79075900000,3452684.71130000008
-84.761723,31.188777,2.500000,5.100000,53.103000,"3444",713282.74110999994,3452681.56950999983
-84.761713,31.188749,2.400000,5.200000,53.041000,"3445",713283.71074899996,3452678.41700999998
-84.761703,31.188720,2.300000,4.600000,53.005000,"3446",713284.71806400002,3452675.28745999979
-84.761694,31.188692,2.700000,4.600000,52.959000,"3447",713285.71562399995,3452672.16881000018
-84.761683,31.188664,2.800000,5.000000,52.893000,"3448",713286.78920899995,3452669.06277999980
-84.761673,31.188636,2.600000,4.700000,52.805000,"3449",713287.84373299999,3452665.95636999980
-84.761663,31.188607,2.500000,4.900000,52.760000,"3450",713288.87986800005,3452662.81632000022
-84.761653,31.188578,2.500000,4.900000,52.691000,"3451",713289.83997800003,3452659.66362999985
-84.761643,31.188550,2.700000,4.800000,52.637000,"3452",713290.88452399999,3452656.57920000004
-84.761633,31.188522,2.700000,5.500000,52.575000,"3453",713291.88186199998,3452653.47164000012
-84.761623,31.188494,2.900000,5.900000,52.505000,"3454",713292.88895699999,3452650.35317000002
-84.761613,31.188466,2.600000,5.500000,52.467000,"3455",713293.87699000002,3452647.23432999989
-84.761604,31.188437,2.200000,5.100000,52.410000,"3456",713294.83665399998,3452644.10380999977
-84.761595,31.188409,1.800000,4.800000,52.347000,"3457",713295.80585000000,3452640.97349999985
-84.761585,31.188380,2.000000,4.900000,52.299000,"3458",713296.73692199995,3452637.84239999996
-84.761577,31.188356,2.600000,4.900000,52.311000,"3459",713297.58254300000,3452635.16433000006
-84.761569,31.188333,2.100000,4.300000,52.244000,"3460",713298.36806100002,3452632.62922000000
-84.761562,31.188314,2.000000,4.700000,52.170000,"3461",713299.11735499999,3452630.47049000021
-84.761555,31.188293,1.400000,3.200000,52.116000,"3462",713299.87775099999,3452628.23433999997
-84.761547,31.188274,1.900000,3.700000,52.071000,"3463",713300.61594399996,3452626.15302000009
-84.761541,31.188255,0.700000,2.800000,52.019000,"3464",713301.24110800005,3452624.00286999997
-84.761534,31.188237,1.000000,2.200000,51.997000,"3465",713301.92962499999,3452622.02035999997
-84.761527,31.188217,1.200000,2.200000,52.120000,"3466",713302.63104000001,3452619.87174999993
-84.761520,31.188197,1.000000,1.800000,52.241000,"3467",713303.38123299996,3452617.66867000004
-84.761512,31.188178,1.000000,1.900000,52.256000,"3468",713304.14824500005,3452615.57684999984
-84.761505,31.188159,0.800000,1.800000,52.293000,"3469",713304.85033399996,3452613.39497999987
-84.761498,31.188136,0.700000,1.400000,52.310000,"3470",713305.66332599998,3452610.91588000022
-84.761469,31.188055,0.900000,1.600000,52.485000,"3473",713308.55309599999,3452601.93495000014
-84.761459,31.188027,0.800000,1.400000,52.535000,"3474",713309.54001500004,3452598.87153000012
-84.761450,31.187999,0.700000,1.400000,52.575000,"3475",713310.50764700002,3452595.81882000016
-84.761440,31.187971,0.900000,1.600000,52.633000,"3476",713311.51362900005,3452592.75579999993
-84.761430,31.187943,1.000000,1.700000,52.689000,"3477",713312.53844999999,3452589.70423999988
-84.761421,31.187916,0.900000,1.900000,52.716000,"3478",713313.49700099998,3452586.62917000009
-84.761411,31.187888,1.000000,2.100000,52.776000,"3479",713314.44602200005,3452583.55390000017
-84.761392,31.187832,1.300000,3.000000,52.829000,"3480",713316.35359600000,3452577.40354999993
-84.761384,31.187804,1.100000,3.100000,52.957000,"3481",713317.22659199999,3452574.31564999977
-84.761375,31.187776,1.200000,2.900000,53.085000,"3482",713318.17651300004,3452571.19603000022
-84.761366,31.187748,1.400000,3.700000,53.069000,"3483",713319.07720599999,3452568.15305999992
-84.761357,31.187720,1.900000,4.900000,53.213000,"3484",713320.01759599999,3452565.03324999986
-84.761347,31.187692,2.200000,5.000000,53.299000,"3485",713320.95776200003,3452561.92452999996
-84.761338,31.187664,2.600000,5.700000,53.383000,"3486",713321.94446300005,3452558.87220000010
-84.761326,31.187636,3.200000,6.500000,53.476000,"3487",713323.08321499999,3452555.84513999987
-84.761316,31.187608,3.400000,5.400000,53.584000,"3488",713324.12800200004,3452552.74961999990
-84.761306,31.187580,4.700000,7.200000,53.661000,"3489",713325.17346299998,3452549.62085000006
-84.761296,31.187552,6.800000,10.000000,53.730000,"3490",713326.22755700001,3452546.53661999991
-84.761286,31.187524,5.400000,8.200000,53.812000,"3491",713327.23444499995,3452543.42925000004
-84.761276,31.187496,6.300000,10.400000,53.893000,"3492",713328.25019199995,3452540.35533000017
-84.761266,31.187468,7.100000,11.200000,53.999000,"3493",713329.21850600000,3452537.26935999980
-84.761256,31.187440,4.500000,10.400000,54.110000,"3494",713330.20565999998,3452534.19486000016
-84.761247,31.187412,3.900000,9.800000,54.237000,"3495",713331.19348699995,3452531.08710000012
-84.761237,31.187383,3.600000,7.100000,54.331000,"3496",713332.19084599998,3452527.97954000020
-84.761226,31.187355,4.700000,9.400000,54.382000,"3497",713333.28374300001,3452524.86281999992
-84.761216,31.187327,4.300000,8.300000,54.460000,"3498",713334.31945299997,3452521.74494000012
-84.761205,31.187299,3.800000,5.400000,54.493000,"3499",713335.40259499999,3452518.63910999987
-84.761195,31.187270,3.600000,5.500000,54.500000,"3500",713336.43853100005,3452515.51013999991
-84.761185,31.187241,3.600000,5.300000,54.512000,"3501",713337.40887000004,3452512.32439000020
-84.761175,31.187213,3.600000,6.400000,54.498000,"3502",713338.42664099997,3452509.15070000011
-84.761165,31.187184,4.600000,7.300000,54.418000,"3503",713339.52043899999,3452505.98963000020
-84.761155,31.187158,4.600000,5.200000,54.326000,"3504",713340.50355799997,3452503.11469000019
-84.761147,31.187134,4.300000,5.800000,54.246000,"3505",713341.30950199999,3452500.51346000005
-84.761139,31.187111,4.800000,6.500000,54.162000,"3506",713342.14381599997,3452497.92388000013
-84.761132,31.187088,4.500000,6.700000,54.121000,"3507",713342.89918600000,3452495.46580999997
-84.761125,31.187068,4.500000,6.200000,54.101000,"3508",713343.56338800001,3452493.27208000002
-84.761118,31.187048,5.000000,6.000000,54.069000,"3509",713344.28522700001,3452491.05733999982
-84.761110,31.187028,5.400000,6.700000,54.021000,"3510",713345.06447800004,3452488.83265999984
-84.761103,31.187009,4.600000,6.800000,53.996000,"3511",713345.77566399996,3452486.67315999977
-84.761097,31.186989,5.200000,6.900000,53.968000,"3512",713346.39018999995,3452484.57824999979
-84.761091,31.186970,3.700000,6.100000,54.053000,"3513",713347.05327100004,3452482.43996000011
-84.761083,31.186949,4.400000,6.200000,54.181000,"3514",713347.83544199995,3452480.07115999982
-84.761075,31.186925,4.700000,5.800000,54.323000,"3515",713348.65002199996,3452477.51446000021
-84.761066,31.186899,3.900000,5.600000,54.450000,"3516",713349.57685499999,3452474.59402000019
-84.761056,31.186871,5.300000,6.800000,54.581000,"3517",713350.56469200004,3452471.48626000015
-84.761047,31.186842,5.100000,7.700000,54.691000,"3518",713351.53391600004,3452468.35595000023
-84.761037,31.186814,5.500000,7.900000,54.768000,"3519",713352.48430200003,3452465.21415999997
-84.761027,31.186785,6.100000,9.400000,54.828000,"3520",713353.49142800004,3452462.09569999995
-84.761017,31.186757,6.600000,9.500000,54.866000,"3521",713354.55574200000,3452458.97840999998
-84.761007,31.186729,5.700000,10.400000,54.928000,"3522",713355.56309299998,3452455.84885999979
-84.760998,31.186700,5.200000,7.500000,54.944000,"3523",713356.54229999997,3452452.69657000015
-84.760987,31.186671,5.100000,7.500000,54.966000,"3524",713357.55985700001,3452449.53396000015
-84.760978,31.186643,5.200000,8.800000,54.977000,"3525",713358.54837099998,3452446.39294000017
-84.760968,31.186614,4.700000,7.800000,55.000000,"3526",713359.57546099997,3452443.23052000022
-84.760957,31.186586,5.000000,8.200000,54.977000,"3527",713360.64045099996,3452440.07995999977
-84.760947,31.186557,5.200000,13.700000,54.973000,"3528",713361.70544299996,3452436.92940999987
-84.760937,31.186529,5.600000,14.000000,54.941000,"3529",713362.70349099999,3452433.78857999993
-84.760926,31.186500,4.200000,12.000000,54.928000,"3530",713363.75872799999,3452430.64892000007
-84.760917,31.186472,3.400000,9.100000,54.866000,"3531",713364.75587899995,3452427.55244000023
-84.760907,31.186443,2.400000,7.000000,54.830000,"3532",713365.78252200002,3452424.41220000014
-84.760897,31.186415,2.100000,6.100000,54.756000,"3533",713366.75220300001,3452421.25970999990
-84.760887,31.186386,2.000000,5.600000,54.750000,"3534",713367.76000899996,3452418.10800000001
-84.760877,31.186358,1.800000,4.500000,54.724000,"3535",713368.80571700004,3452414.96814000001
-84.760867,31.186329,1.800000,4.900000,54.678000,"3536",713369.80354400002,3452411.83840999985
-84.760857,31.186301,1.900000,4.900000,54.653000,"3537",713370.82065899996,3452408.69797000010
-84.760848,31.186273,1.800000,5.700000,54.607000,"3538",713371.77083000005,3452405.56727000000
-84.760838,31.186244,2.100000,6.000000,54.579000,"3539",713372.76933200005,3452402.40426999982
-84.760828,31.186215,2.100000,4.900000,54.618000,"3540",713373.78644900001,3452399.26384000015
-84.760818,31.186187,2.600000,6.600000,54.580000,"3541",713374.76566399995,3452396.11153999995
-84.760809,31.186158,2.700000,6.500000,54.526000,"3542",713375.75396300002,3452392.98162000021
-84.760799,31.186130,3.200000,7.200000,54.514000,"3543",713376.74248699995,3452389.84060000023
-84.760789,31.186101,3.200000,6.500000,54.521000,"3544",713377.72170400003,3452386.68831000011
-84.760779,31.186073,3.400000,6.700000,54.470000,"3545",713378.77605099999,3452383.59298999980
-84.760769,31.186045,4.400000,8.700000,54.465000,"3546",713379.81178400002,3452380.47512000008
-84.760759,31.186016,5.000000,9.300000,54.443000,"3547",713380.84819199995,3452377.32397999987
-84.760748,31.185988,4.800000,8.400000,54.407000,"3548",713381.90298899997,3452374.20648999978
-84.760738,31.185959,5.100000,9.300000,54.402000,"3549",713382.90149600001,3452371.04350000015
-84.760728,31.185931,6.200000,10.400000,54.391000,"3550",713383.90886199998,3452367.91396000003
-84.760718,31.185902,5.800000,9.600000,54.353000,"3551",713384.97386599996,3452364.76340000005
-84.760708,31.185873,5.800000,10.800000,54.314000,"3552",713385.97259899997,3452361.58931999980
